"Model","Terminal_year","Year","Quantity","Value"
"Year_2021",2021,2007,"Age-1 recruitment",25026.7265331628
"Year_2021",2021,2008,"Age-1 recruitment",13590.1833168496
"Year_2021",2021,2009,"Age-1 recruitment",49695.3822977772
"Year_2021",2021,2010,"Age-1 recruitment",23079.5869829461
"Year_2021",2021,2011,"Age-1 recruitment",14027.3366565706
"Year_2021",2021,2012,"Age-1 recruitment",11990.5150839477
"Year_2021",2021,2013,"Age-1 recruitment",42706.9402661612
"Year_2021",2021,2014,"Age-1 recruitment",47875.5593532918
"Year_2021",2021,2015,"Age-1 recruitment",16326.0265455921
"Year_2021",2021,2016,"Age-1 recruitment",4401.51633929255
"Year_2021",2021,2017,"Age-1 recruitment",5998.79109571721
"Year_2021",2021,2018,"Age-1 recruitment",6768.91533896455
"Year_2021",2021,2019,"Age-1 recruitment",191390.554197849
"Year_2021",2021,2020,"Age-1 recruitment",82889.466361219
"Year_2021",2021,2021,"Age-1 recruitment",18614.26967985
"Year_2021",2021,1964,"Fishing mortality",0.0541538515734059
"Year_2021",2021,1965,"Fishing mortality",0.0666734146930745
"Year_2021",2021,1966,"Fishing mortality",0.0705249569234188
"Year_2021",2021,1967,"Fishing mortality",0.133456088131529
"Year_2021",2021,1968,"Fishing mortality",0.142055660711202
"Year_2021",2021,1969,"Fishing mortality",0.151593738813519
"Year_2021",2021,1970,"Fishing mortality",0.219676486102035
"Year_2021",2021,1971,"Fishing mortality",0.313455303928089
"Year_2021",2021,1972,"Fishing mortality",0.35722475158944
"Year_2021",2021,1973,"Fishing mortality",0.412597960075449
"Year_2021",2021,1974,"Fishing mortality",0.449962726834817
"Year_2021",2021,1975,"Fishing mortality",0.378456760354026
"Year_2021",2021,1976,"Fishing mortality",0.351350944587572
"Year_2021",2021,1977,"Fishing mortality",0.332208619548097
"Year_2021",2021,1978,"Fishing mortality",0.376146716505838
"Year_2021",2021,1979,"Fishing mortality",0.397209824088834
"Year_2021",2021,1980,"Fishing mortality",0.366364927768657
"Year_2021",2021,1981,"Fishing mortality",0.26048134618009
"Year_2021",2021,1982,"Fishing mortality",0.163988510356802
"Year_2021",2021,1983,"Fishing mortality",0.133822151945732
"Year_2021",2021,1984,"Fishing mortality",0.130074573970692
"Year_2021",2021,1985,"Fishing mortality",0.130756612932867
"Year_2021",2021,1986,"Fishing mortality",0.121820940349367
"Year_2021",2021,1987,"Fishing mortality",0.0910110930466722
"Year_2021",2021,1988,"Fishing mortality",0.128387249523367
"Year_2021",2021,1989,"Fishing mortality",0.135781770247127
"Year_2021",2021,1990,"Fishing mortality",0.207486773540946
"Year_2021",2021,1991,"Fishing mortality",0.250183170069719
"Year_2021",2021,1992,"Fishing mortality",0.335174854688339
"Year_2021",2021,1993,"Fishing mortality",0.216847808715835
"Year_2021",2021,1994,"Fishing mortality",0.170022058109918
"Year_2021",2021,1995,"Fishing mortality",0.168026143132835
"Year_2021",2021,1996,"Fishing mortality",0.196525942472246
"Year_2021",2021,1997,"Fishing mortality",0.199908590470957
"Year_2021",2021,1998,"Fishing mortality",0.168980228337063
"Year_2021",2021,1999,"Fishing mortality",0.136176378391171
"Year_2021",2021,2000,"Fishing mortality",0.15243637441513
"Year_2021",2021,2001,"Fishing mortality",0.176492994198833
"Year_2021",2021,2002,"Fishing mortality",0.208340038085802
"Year_2021",2021,2003,"Fishing mortality",0.224862317391812
"Year_2021",2021,2004,"Fishing mortality",0.204577153599226
"Year_2021",2021,2005,"Fishing mortality",0.194527039211313
"Year_2021",2021,2006,"Fishing mortality",0.23927160151921
"Year_2021",2021,2007,"Fishing mortality",0.256754570574794
"Year_2021",2021,2008,"Fishing mortality",0.27965571549091
"Year_2021",2021,2009,"Fishing mortality",0.267194875481341
"Year_2021",2021,2010,"Fishing mortality",0.222294786100868
"Year_2021",2021,2011,"Fishing mortality",0.301077185861321
"Year_2021",2021,2012,"Fishing mortality",0.298675371957734
"Year_2021",2021,2013,"Fishing mortality",0.281596280771431
"Year_2021",2021,2014,"Fishing mortality",0.26430786907584
"Year_2021",2021,2015,"Fishing mortality",0.284738635525877
"Year_2021",2021,2016,"Fishing mortality",0.211362957868955
"Year_2021",2021,2017,"Fishing mortality",0.208252051064353
"Year_2021",2021,2018,"Fishing mortality",0.177175412646557
"Year_2021",2021,2019,"Fishing mortality",0.204595056573989
"Year_2021",2021,2020,"Fishing mortality",0.298041119823384
"Year_2021",2021,2021,"Fishing mortality",0.338445835654189
"Year_2022",2022,1964,"Spawning biomass",1319.13490180324
"Year_2022",2022,1965,"Spawning biomass",1347.72852493802
"Year_2022",2022,1966,"Spawning biomass",1370.27315372281
"Year_2022",2022,1967,"Spawning biomass",1480.28488845997
"Year_2022",2022,1968,"Spawning biomass",1645.54392253927
"Year_2022",2022,1969,"Spawning biomass",1867.22361022441
"Year_2022",2022,1970,"Spawning biomass",1979.57416089308
"Year_2022",2022,1971,"Spawning biomass",2091.97567178989
"Year_2022",2022,1972,"Spawning biomass",1955.77775426538
"Year_2022",2022,1973,"Spawning biomass",1677.00920512999
"Year_2022",2022,1974,"Spawning biomass",1275.5539153975
"Year_2022",2022,1975,"Spawning biomass",1181.68225841478
"Year_2022",2022,1976,"Spawning biomass",1102.86649781874
"Year_2022",2022,1977,"Spawning biomass",1281.45158591501
"Year_2022",2022,1978,"Spawning biomass",1131.66975011476
"Year_2022",2022,1979,"Spawning biomass",1036.45692099321
"Year_2022",2022,1980,"Spawning biomass",1226.58375462642
"Year_2022",2022,1981,"Spawning biomass",1884.02275018267
"Year_2022",2022,1982,"Spawning biomass",2629.29232394286
"Year_2022",2022,1983,"Spawning biomass",3543.4578978996
"Year_2022",2022,1984,"Spawning biomass",3684.54932413651
"Year_2022",2022,1985,"Spawning biomass",4212.76017062944
"Year_2022",2022,1986,"Spawning biomass",4100.62647910087
"Year_2022",2022,1987,"Spawning biomass",4116.85029088411
"Year_2022",2022,1988,"Spawning biomass",3873.48754796146
"Year_2022",2022,1989,"Spawning biomass",3349.01238134178
"Year_2022",2022,1990,"Spawning biomass",2837.54970271964
"Year_2022",2022,1991,"Spawning biomass",2286.71804739394
"Year_2022",2022,1992,"Spawning biomass",2167.72192143128
"Year_2022",2022,1993,"Spawning biomass",2838.23117806221
"Year_2022",2022,1994,"Spawning biomass",3297.00946400379
"Year_2022",2022,1995,"Spawning biomass",3524.7059287234
"Year_2022",2022,1996,"Spawning biomass",3461.46711913163
"Year_2022",2022,1997,"Spawning biomass",3365.5555567171
"Year_2022",2022,1998,"Spawning biomass",2860.57462234402
"Year_2022",2022,1999,"Spawning biomass",2981.36152583496
"Year_2022",2022,2000,"Spawning biomass",2868.94102319603
"Year_2022",2022,2001,"Spawning biomass",2908.02960316208
"Year_2022",2022,2002,"Spawning biomass",2703.32296252332
"Year_2022",2022,2003,"Spawning biomass",2729.77165828812
"Year_2022",2022,2004,"Spawning biomass",3020.95892904954
"Year_2022",2022,2005,"Spawning biomass",2659.30508502326
"Year_2022",2022,2006,"Spawning biomass",2433.7398688446
"Year_2022",2022,2007,"Spawning biomass",2001.27523076521
"Year_2022",2022,2008,"Spawning biomass",1536.87158473993
"Year_2022",2022,2009,"Spawning biomass",1627.605161411
"Year_2022",2022,2010,"Spawning biomass",1663.78463024947
"Year_2022",2022,2011,"Spawning biomass",2038.91636399296
"Year_2022",2022,2012,"Spawning biomass",2486.41141327004
"Year_2022",2022,2013,"Spawning biomass",2835.82513921685
"Year_2022",2022,2014,"Spawning biomass",2791.1930477749
"Year_2022",2022,2015,"Spawning biomass",2600.94542649176
"Year_2022",2022,2016,"Spawning biomass",2849.66303420094
"Year_2022",2022,2017,"Spawning biomass",3273.82416187804
"Year_2022",2022,2018,"Spawning biomass",3094.40956359722
"Year_2022",2022,2019,"Spawning biomass",2979.29858990098
"Year_2022",2022,2020,"Spawning biomass",2284.88314300354
"Year_2022",2022,2021,"Spawning biomass",2716.03529631607
"Year_2022",2022,2022,"Spawning biomass",4073.68124246708
"Year_2022",2022,1964,"Total biomass",4730.98938150961
"Year_2022",2022,1965,"Total biomass",5105.87782706192
"Year_2022",2022,1966,"Total biomass",5326.81421446203
"Year_2022",2022,1967,"Total biomass",6066.49597496942
"Year_2022",2022,1968,"Total biomass",6711.85540633498
"Year_2022",2022,1969,"Total biomass",7299.43801672174
"Year_2022",2022,1970,"Total biomass",8004.10956716796
"Year_2022",2022,1971,"Total biomass",7934.87505505962
"Year_2022",2022,1972,"Total biomass",7203.36776881873
"Year_2022",2022,1973,"Total biomass",6460.07119949658
"Year_2022",2022,1974,"Total biomass",5428.46263638884
"Year_2022",2022,1975,"Total biomass",4655.75717968511
"Year_2022",2022,1976,"Total biomass",4245.99633805893
"Year_2022",2022,1977,"Total biomass",3969.25039942543
"Year_2022",2022,1978,"Total biomass",4229.3836559866
"Year_2022",2022,1979,"Total biomass",5430.53405138954
"Year_2022",2022,1980,"Total biomass",6186.90158087309
"Year_2022",2022,1981,"Total biomass",7709.77061586192
"Year_2022",2022,1982,"Total biomass",9310.27416933045
"Year_2022",2022,1983,"Total biomass",10668.6085973561
"Year_2022",2022,1984,"Total biomass",10402.5288274296
"Year_2022",2022,1985,"Total biomass",12255.6296189166
"Year_2022",2022,1986,"Total biomass",11082.5147054028
"Year_2022",2022,1987,"Total biomass",10675.1566817334
"Year_2022",2022,1988,"Total biomass",9609.27724075875
"Year_2022",2022,1989,"Total biomass",8173.56733558975
"Year_2022",2022,1990,"Total biomass",7814.89289734018
"Year_2022",2022,1991,"Total biomass",8906.24136066641
"Year_2022",2022,1992,"Total biomass",9809.9577857377
"Year_2022",2022,1993,"Total biomass",10410.4186381273
"Year_2022",2022,1994,"Total biomass",10606.4569245987
"Year_2022",2022,1995,"Total biomass",8867.06073599265
"Year_2022",2022,1996,"Total biomass",9258.08651791657
"Year_2022",2022,1997,"Total biomass",8644.9139551987
"Year_2022",2022,1998,"Total biomass",8800.59311117312
"Year_2022",2022,1999,"Total biomass",8864.15730581717
"Year_2022",2022,2000,"Total biomass",9184.57058731627
"Year_2022",2022,2001,"Total biomass",9046.02497858664
"Year_2022",2022,2002,"Total biomass",9493.05347642244
"Year_2022",2022,2003,"Total biomass",10783.1222892473
"Year_2022",2022,2004,"Total biomass",9966.88487006904
"Year_2022",2022,2005,"Total biomass",8222.03091959015
"Year_2022",2022,2006,"Total biomass",6941.79328532519
"Year_2022",2022,2007,"Total biomass",6361.48864404784
"Year_2022",2022,2008,"Total biomass",5041.16300102528
"Year_2022",2022,2009,"Total biomass",6009.55042956309
"Year_2022",2022,2010,"Total biomass",7932.22963634399
"Year_2022",2022,2011,"Total biomass",8757.04401240707
"Year_2022",2022,2012,"Total biomass",8887.5772272012
"Year_2022",2022,2013,"Total biomass",9665.73452529125
"Year_2022",2022,2014,"Total biomass",10494.5807127397
"Year_2022",2022,2015,"Total biomass",11538.6299837711
"Year_2022",2022,2016,"Total biomass",12498.6347525116
"Year_2022",2022,2017,"Total biomass",11468.6320541474
"Year_2022",2022,2018,"Total biomass",9880.40765849578
"Year_2022",2022,2019,"Total biomass",11008.015919594
"Year_2022",2022,2020,"Total biomass",12286.0978269549
"Year_2022",2022,2021,"Total biomass",12566.1249258165
"Year_2022",2022,2022,"Total biomass",14347.2751398562
"Year_2022",2022,1964,"Age-1 recruitment",5648.97520799335
"Year_2022",2022,1965,"Age-1 recruitment",23324.1865809119
"Year_2022",2022,1966,"Age-1 recruitment",15772.5161541862
"Year_2022",2022,1967,"Age-1 recruitment",27131.3019542302
"Year_2022",2022,1968,"Age-1 recruitment",22398.2152090731
"Year_2022",2022,1969,"Age-1 recruitment",26270.1548928086
"Year_2022",2022,1970,"Age-1 recruitment",23329.024559794
"Year_2022",2022,1971,"Age-1 recruitment",13596.9823319795
"Year_2022",2022,1972,"Age-1 recruitment",10864.1242706988
"Year_2022",2022,1973,"Age-1 recruitment",26698.6983820868
"Year_2022",2022,1974,"Age-1 recruitment",19173.300226206
"Year_2022",2022,1975,"Age-1 recruitment",16267.0428378758
"Year_2022",2022,1976,"Age-1 recruitment",12753.1501662989
"Year_2022",2022,1977,"Age-1 recruitment",13778.8967095632
"Year_2022",2022,1978,"Age-1 recruitment",26167.9867515648
"Year_2022",2022,1979,"Age-1 recruitment",62105.5631286328
"Year_2022",2022,1980,"Age-1 recruitment",29791.5317459158
"Year_2022",2022,1981,"Age-1 recruitment",34095.0842524353
"Year_2022",2022,1982,"Age-1 recruitment",18868.0099497199
"Year_2022",2022,1983,"Age-1 recruitment",51856.922667357
"Year_2022",2022,1984,"Age-1 recruitment",14188.3841220301
"Year_2022",2022,1985,"Age-1 recruitment",32518.8656819542
"Year_2022",2022,1986,"Age-1 recruitment",12609.4059431524
"Year_2022",2022,1987,"Age-1 recruitment",7196.18269115392
"Year_2022",2022,1988,"Age-1 recruitment",5584.40371093582
"Year_2022",2022,1989,"Age-1 recruitment",11761.3236894959
"Year_2022",2022,1990,"Age-1 recruitment",50218.1174656572
"Year_2022",2022,1991,"Age-1 recruitment",27199.1092082176
"Year_2022",2022,1992,"Age-1 recruitment",23515.9083491183
"Year_2022",2022,1993,"Age-1 recruitment",45893.9196591312
"Year_2022",2022,1994,"Age-1 recruitment",15812.9930601137
"Year_2022",2022,1995,"Age-1 recruitment",11086.5766087182
"Year_2022",2022,1996,"Age-1 recruitment",22564.7317421563
"Year_2022",2022,1997,"Age-1 recruitment",30221.080875803
"Year_2022",2022,1998,"Age-1 recruitment",14867.866260256
"Year_2022",2022,1999,"Age-1 recruitment",16122.5416255186
"Year_2022",2022,2000,"Age-1 recruitment",24670.2442528835
"Year_2022",2022,2001,"Age-1 recruitment",34456.4617610018
"Year_2022",2022,2002,"Age-1 recruitment",23029.2576939962
"Year_2022",2022,2003,"Age-1 recruitment",14403.6484754233
"Year_2022",2022,2004,"Age-1 recruitment",6564.64478804202
"Year_2022",2022,2005,"Age-1 recruitment",4650.91766649654
"Year_2022",2022,2006,"Age-1 recruitment",11584.101651742
"Year_2022",2022,2007,"Age-1 recruitment",25026.0258749134
"Year_2022",2022,2008,"Age-1 recruitment",13592.0833239788
"Year_2022",2022,2009,"Age-1 recruitment",49698.4088500985
"Year_2022",2022,2010,"Age-1 recruitment",23206.4644269421
"Year_2022",2022,2011,"Age-1 recruitment",14165.0496943369
"Year_2022",2022,2012,"Age-1 recruitment",12229.8061919902
"Year_2022",2022,2013,"Age-1 recruitment",43151.7083999474
"Year_2022",2022,2014,"Age-1 recruitment",48902.8227669522
"Year_2022",2022,2015,"Age-1 recruitment",20235.9564945666
"Year_2022",2022,2016,"Age-1 recruitment",7298.18850184803
"Year_2022",2022,2017,"Age-1 recruitment",8274.12086341553
"Year_2022",2022,2018,"Age-1 recruitment",16136.0787422704
"Year_2022",2022,2019,"Age-1 recruitment",104114.845702589
"Year_2022",2022,2020,"Age-1 recruitment",26870.5123992083
"Year_2022",2022,2021,"Age-1 recruitment",15416.1875373039
"Year_2022",2022,2022,"Age-1 recruitment",9192.90725635727
"Year_2022",2022,1964,"Fishing mortality",0.054086499255625
"Year_2022",2022,1965,"Fishing mortality",0.0665433612112021
"Year_2022",2022,1966,"Fishing mortality",0.0703591100663387
"Year_2022",2022,1967,"Fishing mortality",0.13309648500827
"Year_2022",2022,1968,"Fishing mortality",0.14166000290063
"Year_2022",2022,1969,"Fishing mortality",0.151158624748803
"Year_2022",2022,1970,"Fishing mortality",0.219032074235324
"Year_2022",2022,1971,"Fishing mortality",0.312512211119675
"Year_2022",2022,1972,"Fishing mortality",0.356135875646994
"Year_2022",2022,1973,"Fishing mortality",0.411134498340599
"Year_2022",2022,1974,"Fishing mortality",0.447869594821207
"Year_2022",2022,1975,"Fishing mortality",0.376271332590399
"Year_2022",2022,1976,"Fishing mortality",0.348185573806167
"Year_2022",2022,1977,"Fishing mortality",0.327364851512947
"Year_2022",2022,1978,"Fishing mortality",0.368210758044638
"Year_2022",2022,1979,"Fishing mortality",0.3856285602016
"Year_2022",2022,1980,"Fishing mortality",0.352845301612422
"Year_2022",2022,1981,"Fishing mortality",0.250538686100802
"Year_2022",2022,1982,"Fishing mortality",0.159386013830783
"Year_2022",2022,1983,"Fishing mortality",0.131382428331461
"Year_2022",2022,1984,"Fishing mortality",0.128329031763388
"Year_2022",2022,1985,"Fishing mortality",0.129682112106793
"Year_2022",2022,1986,"Fishing mortality",0.12145515501681
"Year_2022",2022,1987,"Fishing mortality",0.0908969883403672
"Year_2022",2022,1988,"Fishing mortality",0.128448888399467
"Year_2022",2022,1989,"Fishing mortality",0.135865004034366
"Year_2022",2022,1990,"Fishing mortality",0.207643427535449
"Year_2022",2022,1991,"Fishing mortality",0.249856041411403
"Year_2022",2022,1992,"Fishing mortality",0.334687266318143
"Year_2022",2022,1993,"Fishing mortality",0.216434438401142
"Year_2022",2022,1994,"Fishing mortality",0.169692266866307
"Year_2022",2022,1995,"Fishing mortality",0.167679364721282
"Year_2022",2022,1996,"Fishing mortality",0.19608669866717
"Year_2022",2022,1997,"Fishing mortality",0.199410526497818
"Year_2022",2022,1998,"Fishing mortality",0.168554227276335
"Year_2022",2022,1999,"Fishing mortality",0.135848816879954
"Year_2022",2022,2000,"Fishing mortality",0.152139743136108
"Year_2022",2022,2001,"Fishing mortality",0.176216245861466
"Year_2022",2022,2002,"Fishing mortality",0.208005821734516
"Year_2022",2022,2003,"Fishing mortality",0.224543369583048
"Year_2022",2022,2004,"Fishing mortality",0.204316728806639
"Year_2022",2022,2005,"Fishing mortality",0.194278711146032
"Year_2022",2022,2006,"Fishing mortality",0.238947119979981
"Year_2022",2022,2007,"Fishing mortality",0.256391523110886
"Year_2022",2022,2008,"Fishing mortality",0.279191861397434
"Year_2022",2022,2009,"Fishing mortality",0.266639899012048
"Year_2022",2022,2010,"Fishing mortality",0.221903802842852
"Year_2022",2022,2011,"Fishing mortality",0.300811133845174
"Year_2022",2022,2012,"Fishing mortality",0.29869186336109
"Year_2022",2022,2013,"Fishing mortality",0.281871366984177
"Year_2022",2022,2014,"Fishing mortality",0.265083794237936
"Year_2022",2022,2015,"Fishing mortality",0.286588237724987
"Year_2022",2022,2016,"Fishing mortality",0.212844505939381
"Year_2022",2022,2017,"Fishing mortality",0.207739233913308
"Year_2022",2022,2018,"Fishing mortality",0.172690395893119
"Year_2022",2022,2019,"Fishing mortality",0.192743695186326
"Year_2022",2022,2020,"Fishing mortality",0.254324136046984
"Year_2022",2022,2021,"Fishing mortality",0.24390683778166
"Year_2022",2022,2022,"Fishing mortality",0.181616706441171
"Year_2023",2023,1964,"Spawning biomass",1316.21993438545
"Year_2023",2023,1965,"Spawning biomass",1344.97023200689
"Year_2023",2023,1966,"Spawning biomass",1367.63266260884
"Year_2023",2023,1967,"Spawning biomass",1477.7225230508
"Year_2023",2023,1968,"Spawning biomass",1643.02045966683
"Year_2023",2023,1969,"Spawning biomass",1864.77437544213
"Year_2023",2023,1970,"Spawning biomass",1977.36940327308
"Year_2023",2023,1971,"Spawning biomass",2089.98933065294
"Year_2023",2023,1972,"Spawning biomass",1954.14354129164
"Year_2023",2023,1973,"Spawning biomass",1675.66280296114
"Year_2023",2023,1974,"Spawning biomass",1274.4474840846
"Year_2023",2023,1975,"Spawning biomass",1180.88520141229
"Year_2023",2023,1976,"Spawning biomass",1102.66568994742
"Year_2023",2023,1977,"Spawning biomass",1282.0712607415
"Year_2023",2023,1978,"Spawning biomass",1132.93381763194
"Year_2023",2023,1979,"Spawning biomass",1038.36786049633
"Year_2023",2023,1980,"Spawning biomass",1229.4604253703
"Year_2023",2023,1981,"Spawning biomass",1887.59329446377
"Year_2023",2023,1982,"Spawning biomass",2632.46972434448
"Year_2023",2023,1983,"Spawning biomass",3544.76186840531
"Year_2023",2023,1984,"Spawning biomass",3684.45839165889
"Year_2023",2023,1985,"Spawning biomass",4212.84237018222
"Year_2023",2023,1986,"Spawning biomass",4101.40028121362
"Year_2023",2023,1987,"Spawning biomass",4118.23931238289
"Year_2023",2023,1988,"Spawning biomass",3875.38928169782
"Year_2023",2023,1989,"Spawning biomass",3351.16780978814
"Year_2023",2023,1990,"Spawning biomass",2839.88097142014
"Year_2023",2023,1991,"Spawning biomass",2289.13152771394
"Year_2023",2023,1992,"Spawning biomass",2170.01672365454
"Year_2023",2023,1993,"Spawning biomass",2840.68741415574
"Year_2023",2023,1994,"Spawning biomass",3299.60402439388
"Year_2023",2023,1995,"Spawning biomass",3527.4709272862
"Year_2023",2023,1996,"Spawning biomass",3464.27355875592
"Year_2023",2023,1997,"Spawning biomass",3368.37508686815
"Year_2023",2023,1998,"Spawning biomass",2863.06130362529
"Year_2023",2023,1999,"Spawning biomass",2983.85462354805
"Year_2023",2023,2000,"Spawning biomass",2871.2680971903
"Year_2023",2023,2001,"Spawning biomass",2910.37774399036
"Year_2023",2023,2002,"Spawning biomass",2705.57421957773
"Year_2023",2023,2003,"Spawning biomass",2731.9642832827
"Year_2023",2023,2004,"Spawning biomass",3023.21121772021
"Year_2023",2023,2005,"Spawning biomass",2661.32158578641
"Year_2023",2023,2006,"Spawning biomass",2435.67038994291
"Year_2023",2023,2007,"Spawning biomass",2003.02385143821
"Year_2023",2023,2008,"Spawning biomass",1538.32236284614
"Year_2023",2023,2009,"Spawning biomass",1628.82921880391
"Year_2023",2023,2010,"Spawning biomass",1664.69039093727
"Year_2023",2023,2011,"Spawning biomass",2039.51256422046
"Year_2023",2023,2012,"Spawning biomass",2486.91742051471
"Year_2023",2023,2013,"Spawning biomass",2837.49448104462
"Year_2023",2023,2014,"Spawning biomass",2795.39885881229
"Year_2023",2023,2015,"Spawning biomass",2609.45995290668
"Year_2023",2023,2016,"Spawning biomass",2866.98558982399
"Year_2023",2023,2017,"Spawning biomass",3308.24286422377
"Year_2023",2023,2018,"Spawning biomass",3144.30883507344
"Year_2023",2023,2019,"Spawning biomass",3034.34949344161
"Year_2023",2023,2020,"Spawning biomass",2321.54154055987
"Year_2023",2023,2021,"Spawning biomass",2545.96319701003
"Year_2023",2023,2022,"Spawning biomass",3554.56228983225
"Year_2023",2023,2023,"Spawning biomass",3524.41891251979
"Year_2023",2023,1964,"Total biomass",4721.27802995839
"Year_2023",2023,1965,"Total biomass",5096.59082313907
"Year_2023",2023,1966,"Total biomass",5317.96966220351
"Year_2023",2023,1967,"Total biomass",6058.0353589201
"Year_2023",2023,1968,"Total biomass",6703.71953400957
"Year_2023",2023,1969,"Total biomass",7291.92623081115
"Year_2023",2023,1970,"Total biomass",7997.25756798522
"Year_2023",2023,1971,"Total biomass",7928.76857306582
"Year_2023",2023,1972,"Total biomass",7198.24853981965
"Year_2023",2023,1973,"Total biomass",6456.30742152772
"Year_2023",2023,1974,"Total biomass",5425.98252241617
"Year_2023",2023,1975,"Total biomass",4654.76977088793
"Year_2023",2023,1976,"Total biomass",4246.64529894946
"Year_2023",2023,1977,"Total biomass",3971.59481091948
"Year_2023",2023,1978,"Total biomass",4233.87625711639
"Year_2023",2023,1979,"Total biomass",5436.69929229521
"Year_2023",2023,1980,"Total biomass",6193.28827267106
"Year_2023",2023,1981,"Total biomass",7714.35546486356
"Year_2023",2023,1982,"Total biomass",9315.51932883376
"Year_2023",2023,1983,"Total biomass",10671.6636590748
"Year_2023",2023,1984,"Total biomass",10404.6558479396
"Year_2023",2023,1985,"Total biomass",12258.5971207912
"Year_2023",2023,1986,"Total biomass",11085.342305876
"Year_2023",2023,1987,"Total biomass",10679.7205652149
"Year_2023",2023,1988,"Total biomass",9614.00123765902
"Year_2023",2023,1989,"Total biomass",8178.09342178745
"Year_2023",2023,1990,"Total biomass",7820.22856687154
"Year_2023",2023,1991,"Total biomass",8912.40841009984
"Year_2023",2023,1992,"Total biomass",9816.44248352797
"Year_2023",2023,1993,"Total biomass",10417.3299920169
"Year_2023",2023,1994,"Total biomass",10613.8704672913
"Year_2023",2023,1995,"Total biomass",8873.5809201038
"Year_2023",2023,1996,"Total biomass",9264.95881050743
"Year_2023",2023,1997,"Total biomass",8651.41804202327
"Year_2023",2023,1998,"Total biomass",8807.13009872164
"Year_2023",2023,1999,"Total biomass",8870.62386281301
"Year_2023",2023,2000,"Total biomass",9190.94433063841
"Year_2023",2023,2001,"Total biomass",9052.24486809787
"Year_2023",2023,2002,"Total biomass",9499.24927057942
"Year_2023",2023,2003,"Total biomass",10789.6137224834
"Year_2023",2023,2004,"Total biomass",9972.88154777257
"Year_2023",2023,2005,"Total biomass",8227.11584958393
"Year_2023",2023,2006,"Total biomass",6946.34714540901
"Year_2023",2023,2007,"Total biomass",6365.7213177673
"Year_2023",2023,2008,"Total biomass",5044.47941185631
"Year_2023",2023,2009,"Total biomass",6012.27614243928
"Year_2023",2023,2010,"Total biomass",7934.40693837758
"Year_2023",2023,2011,"Total biomass",8759.94615864819
"Year_2023",2023,2012,"Total biomass",8892.81254652706
"Year_2023",2023,2013,"Total biomass",9679.45076054854
"Year_2023",2023,2014,"Total biomass",10530.5140968571
"Year_2023",2023,2015,"Total biomass",11608.7793233395
"Year_2023",2023,2016,"Total biomass",12614.2488236451
"Year_2023",2023,2017,"Total biomass",11600.1687506579
"Year_2023",2023,2018,"Total biomass",10015.0362282972
"Year_2023",2023,2019,"Total biomass",10721.155335814
"Year_2023",2023,2020,"Total biomass",11394.4893097118
"Year_2023",2023,2021,"Total biomass",11204.5257718771
"Year_2023",2023,2022,"Total biomass",12360.7743898306
"Year_2023",2023,2023,"Total biomass",11138.7161774331
"Year_2023",2023,1964,"Age-1 recruitment",5641.57370702658
"Year_2023",2023,1965,"Age-1 recruitment",23311.7378376629
"Year_2023",2023,1966,"Age-1 recruitment",15763.4836148215
"Year_2023",2023,1967,"Age-1 recruitment",27126.9218099767
"Year_2023",2023,1968,"Age-1 recruitment",22396.2278155201
"Year_2023",2023,1969,"Age-1 recruitment",26272.7366144995
"Year_2023",2023,1970,"Age-1 recruitment",23332.2251661338
"Year_2023",2023,1971,"Age-1 recruitment",13596.3113058691
"Year_2023",2023,1972,"Age-1 recruitment",10863.7656994096
"Year_2023",2023,1973,"Age-1 recruitment",26714.2312826768
"Year_2023",2023,1974,"Age-1 recruitment",19189.1031445289
"Year_2023",2023,1975,"Age-1 recruitment",16286.2987234326
"Year_2023",2023,1976,"Age-1 recruitment",12769.73312569
"Year_2023",2023,1977,"Age-1 recruitment",13797.2207897396
"Year_2023",2023,1978,"Age-1 recruitment",26199.5381938822
"Year_2023",2023,1979,"Age-1 recruitment",62120.0718599687
"Year_2023",2023,1980,"Age-1 recruitment",29751.1718951388
"Year_2023",2023,1981,"Age-1 recruitment",33996.2997335961
"Year_2023",2023,1982,"Age-1 recruitment",18923.789947649
"Year_2023",2023,1983,"Age-1 recruitment",51886.6019277082
"Year_2023",2023,1984,"Age-1 recruitment",14198.2203883266
"Year_2023",2023,1985,"Age-1 recruitment",32548.0918769215
"Year_2023",2023,1986,"Age-1 recruitment",12620.7617231209
"Year_2023",2023,1987,"Age-1 recruitment",7202.8553885965
"Year_2023",2023,1988,"Age-1 recruitment",5589.57480759724
"Year_2023",2023,1989,"Age-1 recruitment",11767.9726996144
"Year_2023",2023,1990,"Age-1 recruitment",50232.0105947227
"Year_2023",2023,1991,"Age-1 recruitment",27209.0782853344
"Year_2023",2023,1992,"Age-1 recruitment",23528.7085697263
"Year_2023",2023,1993,"Age-1 recruitment",45919.9988518098
"Year_2023",2023,1994,"Age-1 recruitment",15821.9397005029
"Year_2023",2023,1995,"Age-1 recruitment",11092.0473588565
"Year_2023",2023,1996,"Age-1 recruitment",22573.7695793495
"Year_2023",2023,1997,"Age-1 recruitment",30231.2577896395
"Year_2023",2023,1998,"Age-1 recruitment",14873.7633204285
"Year_2023",2023,1999,"Age-1 recruitment",16129.5563845706
"Year_2023",2023,2000,"Age-1 recruitment",24679.4638155169
